Año,Programa SDA,Código de proyecto,Proyecto,Dominio,Plan estratégico local,Country Priority,Tipología,Estado de Proyecto,Desarrollo de SW,Cumplio con entregables,Presupuesto (soles),Complejidad técnica inicial,Dependencias pendientes,Número de dependencias pendientes,Fecha de inicio de ejecución,Fecha fin de ejecución,Fecha pase a producción,Fecha En manos del cliente,Time to market (días),Excepción del cálculo
2024,Sustaninability TBBs,SDA-67236,Clasificación de Actividades Sostenibles (Taxonomía),RIC,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,794000,Media,Sí,1,29/01/2024,28/06/2024,05/07/2024,15/07/2024,168,No
2023,Cybersecurity Framework,SDA-54735,Plataforma de Concientización en Seguridad,GRM,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,No,Entrega completa,436700,Baja,No,0,17/04/2023,15/09/2023,22/09/2023,02/10/2023,168,No
2020,Client Data Platform,SDA-52239,Plataforma de Calidad de Datos (DQM),ENG,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,Sí,Pendiente a entrega,3573000,Alta,Sí,6,24/08/2020,,,,,
2022,Cybersecurity Framework,SDA-46574,Ethical Hacking Continuo,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,No,Entrega completa,1111600,Media,Sí,7,21/02/2022,22/07/2022,29/07/2022,08/08/2022,168,No
2022,Cloud Adoption & DevOps,SDA-40213,Landing Zone en Azure,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,2183500,Media,Sí,4,10/01/2022,10/06/2022,17/06/2022,27/06/2022,168,No
2022,Client Solutions & Digital Channels,SDA-44943,Plataforma de Beneficios y Descuentos,T&C,Foco en Captación 2022,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1191000,Baja,Sí,2,28/02/2022,29/07/2022,05/08/2022,15/08/2022,168,No
2020,NGA & Differential Analytics,SDA-21392,Análisis de Causa Raíz de Reclamos,CCS,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,714600,Media,No,0,15/06/2020,13/11/2020,20/11/2020,30/11/2020,168,No
2020,Data Governance Initiative,SDA-27232,Diccionario de Datos Institucional,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,873400,Baja,Sí,1,10/02/2020,10/07/2020,17/07/2020,27/07/2020,168,No
2019,Data Governance Initiative,SDA-10482,Creación del Data Lake Corporativo,ENG,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,5955000,Alta,Sí,8,06/05/2019,,,,,
2023,Sustaninability TBBs,SDA-67319,Reporte de Sostenibilidad Automatizado,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,436700,Media,Sí,8,27/03/2023,21/08/2023,28/08/2023,06/09/2023,163,No
2025,Client Solutions & Digital Channels,SDA-74601,Programa de Referidos Digital,CCS,Foco en Captación 2025,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,595500,Baja,Sí,3,03/02/2025,27/06/2025,04/07/2025,15/07/2025,162,No
2023,Client Solutions & Digital Channels,SDA-59881,Comparador de Productos Financieros,T&C,Foco en Captación 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,754300,Baja,Sí,3,05/06/2023,27/10/2023,03/11/2023,14/11/2023,162,No
2019,Core Banking Modernization,SDA-18751,Digitalización de Legajos de Clientes,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,Sí,Pendiente a entrega,2580500,Media,Sí,1,13/05/2019,,,,,
2019,Sustaninability TBBs,SDA-15821,Línea de Crédito para Energías Renovables,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,516100,Baja,Sí,2,01/04/2019,23/08/2019,30/08/2019,10/09/2019,162,No
2024,Data Governance Initiative,SDA-23871,Cubo de ingresos y gastos financieros,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,1230700,Alta,Sí,4,03/09/2024,22/01/2025,30/01/2025,11/02/2025,161,No
2022,Client Solutions & Digital Channels,SDA-19875,Pago automático (Domiciliaciones),CCS,Foco en Captación 2022,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,615350,Media,Sí,2,21/06/2022,10/11/2022,18/11/2022,28/11/2022,160,No
2020,Digital Payments Evolution,SDA-48219,Habilitación de Pagos con QR,CCS,Foco en Captación 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,714600,Baja,No,0,01/06/2020,16/10/2020,23/10/2020,03/11/2020,155,No
2021,Advanced Analytics & AI Models,SDA-33643,Optimización de Campañas de Marketing,ENG,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,913100,Media,Sí,1,22/03/2021,06/08/2021,13/08/2021,23/08/2021,154,No
2021,Sustaninability TBBs,SDA-38753,Producto de Ahorro con Fin Social,T&C,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,No,Entrega completa,476400,Baja,Sí,2,08/03/2021,23/07/2021,30/07/2021,09/08/2021,154,No
2021,Data Governance Initiative,SDA-30212,Glosario de Negocio Unificado,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,714600,Baja,No,0,01/02/2021,18/06/2021,25/06/2021,05/07/2021,154,No
2024,Cybersecurity Framework,SDA-60312,Implementación de Doble Factor de Autenticación,GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,873400,Media,No,0,05/02/2024,17/06/2024,24/06/2024,03/07/2024,149,No
2022,Data Governance Initiative,SDA-42062,Enmascaramiento de Datos en Entornos no Productivos,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1270400,Media,No,0,10/01/2022,20/05/2022,27/05/2022,07/06/2022,148,No
2022,NGA & Differential Analytics,SDA-40971,Modelo de Abandono de Carrito en Canales Digitales,CCS,Impulso Digital Perú 2022,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,913100,Media,No,0,07/02/2022,17/06/2022,24/06/2022,04/07/2022,147,No
2019,Regulatory & Compliance Tech,SDA-74444,Módulo de Auditoría Continua,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,2183500,Media,No,0,15/04/2019,,,,,
2020,Sustaninability TBBs,SDA-21934,Medición de Huella de Carbono,GRM,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,357300,Baja,Sí,7,09/03/2020,17/07/2020,24/07/2020,03/08/2020,147,Sí
2021,NGA & Differential Analytics,SDA-34733,Análisis de Sentimiento en Redes Sociales,ENG,Impulso Digital Perú 2021,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,595500,Baja,No,0,25/01/2021,28/05/2021,04/06/2021,15/06/2021,141,No
2019,Cloud Adoption & DevOps,SDA-74447,Plataforma de Serverless Computing,ENG,Renovación Tecnológica,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,2382000,Alta,Sí,8,08/07/2019,,,,,
2021,Client Solutions & Digital Channels,SDA-47125,Seguro de vida,T&C,Crecimiento en Banca Empresas,Sí,Iterativo/Incremental,Finalizado,No,Entrega completa,377150,Baja,No,0,18/08/2021,20/12/2021,27/12/2021,05/01/2022,140,No
2024,Cybersecurity Framework,SDA-60215,Pruebas de Intrusión a Banca Móvil,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,No,Entrega completa,595500,Media,Sí,2,29/01/2024,24/05/2024,31/05/2024,10/06/2024,133,No
2021,NFR Management Infraestructure,SDA-33821,Política de Retención de Datos,GRM,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,No,Entrega completa,297750,Baja,No,0,08/02/2021,31/05/2021,07/06/2021,16/06/2021,128,Sí
