Año,Programa SDA,Código de proyecto,Proyecto,Dominio,Plan estratégico local,Country Priority,Tipología,Estado de Proyecto,Desarrollo de SW,Cumplio con entregables,Presupuesto (€),Complejidad técnica inicial,Dependencias pendientes,Número de dependencias pendientes,Fecha de inicio de ejecución,Fecha fin de ejecución,Fecha pase a producción,Fecha En manos del cliente,Time to market (días),Excepción del cálculo
2021,Advanced Analytics & AI Models,SDA-35530,Motor de Decisión para Tarjetas de Crédito,RIC,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,780000,Alta,No,0,04/10/2021,01/04/2022,08/04/2022,19/04/2022,197,
2020,Retail Banking Evolution,SDA-52231,Comparador de Seguros,T&C,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,250000,Baja,No,0,13/01/2020,10/07/2020,17/07/2020,27/07/2020,196,
2020,Corporate Investment Tools,SDA-52232,Plataforma de Cash Management,CIB,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,950000,Alta,No,0,10/02/2020,07/08/2020,14/08/2020,24/08/2020,196,
2020,IT Service Management (ITSM),SDA-52233,Gestión de Activos de Software (SAM),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,320000,Media,No,0,09/03/2020,04/09/2020,11/09/2020,21/09/2020,196,
2020,Regulatory & Compliance Tech,SDA-52234,Sistema de Prevención de Fraude Interno,GRM,Renovación Tecnológica,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,720000,Media,Sí,2,06/04/2020,,,,No,
2021,Regulatory & Compliance Tech,SDA-52234,Sistema de Prevención de Fraude Interno,GRM,Renovación Tecnológica,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,720000,Media,No,0,06/04/2020,19/02/2021,26/02/2021,08/03/2021,336,
2020,Wealth Management Digitalization,SDA-52235,Asesoramiento Financiero Remoto,CIB,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,550000,Media,No,0,04/05/2020,30/10/2020,06/11/2020,16/11/2020,196,
2020,Digital Workspace,SDA-52236,Intranet Social y Colaborativa,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,680000,Media,No,0,01/06/2020,27/11/2020,04/12/2020,14/12/2020,196,
2020,Cloud Adoption & DevOps,SDA-52237,Contenedores como Servicio (CaaS),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,810000,Alta,No,0,29/06/2020,29/12/2020,08/01/2021,18/01/2021,204,
2020,Open Banking Initiative,SDA-52238,Sandbox para Desarrolladores Externos,ENG,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1100000,Alta,No,0,27/07/2020,29/01/2021,05/02/2021,15/02/2021,204,
2020,Client Data Platform,SDA-52239,Plataforma de Calidad de Datos (DQM),ENG,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,Sí,Pendiente a entrega,900000,Alta,Sí,3,24/08/2020,,,,No,
2021,Client Data Platform,SDA-52239,Plataforma de Calidad de Datos (DQM),ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,900000,Alta,No,0,24/08/2020,19/03/2021,26/03/2021,06/04/2021,225,
2020,Advanced Analytics & AI Models,SDA-52240,Análisis de Canasta de Compra,CCS,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,420000,Media,No,0,21/09/2020,19/03/2021,26/03/2021,06/04/2021,197,
2019,Retail Banking Evolution,SDA-74441,Plataforma de Préstamos Personales Online,RIC,Impulso Digital Perú 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,650000,Media,No,0,21/01/2019,19/07/2019,26/07/2019,05/08/2019,196,
2019,Corporate Investment Tools,SDA-74442,Sistema de Gestión de Derivados,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,1300000,Alta,No,0,18/02/2019,16/08/2019,23/08/2019,02/09/2019,196,
2019,IT Service Management (ITSM),SDA-74443,Base de Conocimiento de TI (Knowledge Base),T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,280000,Baja,No,0,18/03/2019,13/09/2019,20/09/2019,30/09/2019,196,
2019,Regulatory & Compliance Tech,SDA-74444,Módulo de Auditoría Continua,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,550000,Media,Sí,2,15/04/2019,,,,No,
2020,Regulatory & Compliance Tech,SDA-74444,Módulo de Auditoría Continua,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,550000,Media,No,0,15/04/2019,14/02/2020,21/02/2020,02/03/2020,322,
2019,Wealth Management Digitalization,SDA-74445,Agregador de Posición Financiera,CIB,Foco en Captación 2019,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Media,No,0,13/05/2019,08/11/2019,15/11/2019,25/11/2019,196,
2019,Digital Workspace,SDA-74446,Directorio Activo Unificado,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,750000,Alta,No,0,10/06/2019,06/12/2019,13/12/2019,23/12/2019,196,
2019,Cloud Adoption & DevOps,SDA-74447,Plataforma de Serverless Computing,ENG,Renovación Tecnológica,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,600000,Alta,Sí,3,08/07/2019,,,,No,
2020,Cloud Adoption & DevOps,SDA-74447,Plataforma de Serverless Computing,ENG,Renovación Tecnológica,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,600000,Alta,No,0,08/07/2019,07/02/2020,14/02/2020,24/02/2020,231,
2019,Open Banking Initiative,SDA-74448,API de Consulta de Saldos y Movimientos,ENG,Impulso Digital Perú 2019,Sí,Secuencial,Finalizado,Sí,Entrega completa,800000,Media,No,0,05/08/2019,31/01/2020,07/02/2020,17/02/2020,196,
2019,Client Data Platform,SDA-74449,Desduplicación de Clientes,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,950000,Alta,No,0,02/09/2019,28/02/2020,06/03/2020,16/03/2020,196,
2019,Advanced Analytics & AI Models,SDA-74450,Sistema de Detección de Fraude en Tarjetas,RIC,Impulso Digital Perú 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1100000,Alta,No,0,30/09/2019,27/03/2020,03/04/2020,14/04/2020,197,
